"NC"	"Cyproconazole"	"Fluxapyroxad"	"Azoxystrobin"	"Chlorotoluron"	"Thiabendazole"	"X2.Phenylphenol"
27.556402	28.128187	27.684063	28.319365	28.291174	27.813517	27.871529
27.567625	28.721483	27.90965	28.378414	27.830801	28.009104	27.558514
24.61046	24.903383	24.402367	24.026888	24.167809	24.464516	24.221582
21.183025	21.444183	20.866869	20.634716	20.970547	21.298939	21.111065
16.270098	16.512066	16.1872	16.221592	15.817721	16.35003	15.8895855
17.963003	18.36472	18.00168	18.190105	18.144865	17.982935	18.333094
18.330973	19.006634	18.407774	18.153395	18.407707	18.365974	18.207975
25.255604	25.145271	24.737614	24.490332	24.317667	24.88823	24.525692
17.15137	17.85648	16.691116	16.463894	16.599016	16.806353	16.805527
38.956814	34.72178	37.332443	34.977665	38.371666	33.74476	37.77035
39.631516	36.00954	36.134594	36.871216	37.91801	37.06616	35.698414
36.167873	37.85908	35.147167	35.947784	37.367336	34.119972	36.594105
21.888103	22.376686	21.9972	22.379154	22.210054	22.15981	22.107506
21.95426	22.469135	21.969395	22.29744	22.122395	21.942259	22.218885
21.865187	22.234917	21.960789	22.322512	22.12974	21.91746	21.942064
19.274338	18.929434	19.02477	19.66115	19.409672	19.236532	19.341564
19.118332	18.987425	18.940409	19.87956	19.325775	19.208303	19.354643
19.360464	18.96083	19.109732	19.415016	19.53262	19.354048	19.776285
