"NC"	"Cyproconazole"	"Fluxapyroxad"	"Azoxystrobin"	"Chlorotoluron"	"Thiabendazole"	"X2.Phenylphenol"
16.817266	17.288898	16.324896	16.749178	17.920153	17.939764	18.250547
27.264051	28.191908	27.192055	27.6843	28.929047	29.409199	28.69776
31.53253	NA	NA	NA	34.213875	33.298122	32.21585
NA	36.48239	36.146538	36.730953	39.31822	NA	37.25513
18.550663	18.282333	17.250628	17.944025	17.835365	18.963526	18.91656
36.768684	33.885788	33.71348	36.00408	37.762913	36.991623	37.117374
21.43052	20.203886	20.722212	21.186468	20.815594	21.375166	20.640871
23.985485	20.888887	20.844318	22.162306	21.56322	22.756432	23.47704
22.650301	23.695429	23.32785	23.526548	22.67903	23.56771	22.479887
27.00548	27.875282	27.884306	27.470089	27.703041	27.52005	27.458828
NA	33.897507	37.21379	35.611652	32.815388	33.459988	NA
NA	33.42252	33.17376	NA	NA	36.445568	NA
22.455427	22.643885	23.412882	23.21975	23.388418	22.627163	23.254166
20.776295	20.954966	19.846718	19.932915	20.375547	21.230064	19.981806
28.805275	27.551903	29.493193	29.211782	28.645618	28.513529	28.461498
20.590197	20.78428	20.893099	21.161537	21.182577	20.924074	21.147627
20.164436	20.27979	20.527836	19.904568	20.015131	20.617413	19.830374
16.071753	16.753828	16.700289	16.51937	16.915836	16.81193	16.69158
23.562618	25.969893	26.624615	24.995737	26.165186	25.995827	24.552341
24.132992	20.86293	22.116365	22.518345	22.30779	22.743866	22.409441
22.265896	22.546844	22.442583	22.846333	22.509087	22.447773	22.400528
16.983725	17.333324	17.818666	17.858797	17.255135	17.677004	17.897453
19.67162	19.331072	20.109636	20.296284	20.105974	20.238401	19.974298
25.08159	18.674526	19.953476	22.957329	20.954363	20.397001	24.37993
18.945557	19.776018	20.175524	21.808172	20.418081	19.466145	19.864677
22.529844	22.558155	22.737133	23.334923	23.395483	23.064356	23.147873
33.15767	34.326527	32.432476	34.652683	34.603565	34.6644	32.192337
14.921512	15.953262	15.37176	16.149605	15.901969	16.764786	16.790533
18.437317	17.68875	17.857708	17.980043	17.702166	17.629221	17.742887
20.608868	22.530146	22.446741	21.784883	22.959978	21.948195	21.621653
NA	NA	NA	NA	NA	NA	35.01852
24.042868	24.676325	23.755766	24.301598	25.340612	26.655857	25.9327
33.894142	NA	36.756157	NA	NA	NA	NA
33.668476	32.944523	33.75444	33.64092	34.453274	33.259754	35.174057
20.203516	18.64153	20.130157	19.714916	20.099293	19.923698	19.716574
20.012611	20.25871	20.29245	20.272184	20.538874	20.47661	20.533113
20.136938	18.931332	19.389349	19.760908	18.857367	19.308517	19.927094
33.965137	33.458923	32.69403	32.574795	34.004406	31.372375	31.982395
16.518288	16.64012	16.462194	16.746119	16.780912	16.721952	16.961609
17.851631	17.143047	17.168129	17.334953	18.127737	19.150366	18.333118
29.614822	29.507341	29.456362	29.758085	30.206993	28.790289	30.011173
22.110287	22.85071	22.795376	22.924599	23.022522	22.384562	22.922134
NA	NA	NA	NA	NA	39.613228	NA
22.304043	22.240772	22.597666	23.448654	23.143219	22.839827	22.89393
16.549702	16.842918	18.293056	18.136402	17.83985	17.159624	17.4841
18.209871	18.4906	18.851294	18.80278	18.861635	18.902815	18.951101
15.7870865	14.715536	15.425715	15.353683	15.084693	16.204927	14.869065
NA	NA	NA	NA	NA	NA	NA
21.262747	21.243347	21.807377	21.720356	21.782295	21.407894	21.191246
14.99736	14.947504	15.286059	15.0082035	14.940722	15.300326	14.984303
20.144596	19.263786	19.455093	20.08192	19.26193	19.917557	19.941162
18.234749	17.270544	17.83766	18.13361	17.786776	17.760761	17.9206
29.685598	29.902916	29.482405	29.623095	30.376171	28.537596	29.43086
34.35168	33.11879	NA	33.53507	NA	33.183933	32.111774
16.287172	16.307364	16.440815	16.331875	16.259691	16.54169	16.610859
14.225697	14.566004	14.539456	14.316617	14.433797	15.399185	14.6942215
15.408798	15.586193	15.679434	15.74743	15.623523	15.669201	15.752411
15.584838	15.976271	16.211706	16.2199	16.66951	16.551744	16.161245
21.783773	22.531567	22.577698	22.265913	22.254072	22.755327	22.20907
14.692949	14.654388	14.77787	14.563809	14.964433	14.829578	14.792829
NA	NA	NA	33.904224	38.273216	39.070526	33.994766
19.897083	20.672937	20.119873	20.346718	20.445683	20.406422	20.569862
19.949627	20.202522	20.200804	20.382776	20.546026	20.49563	20.577051
19.922993	20.175285	20.225939	20.379248	20.620588	20.440401	20.61951
18.772509	18.54907	18.53622	18.815937	18.652914	18.667835	18.600922
18.872797	19.290184	18.65049	18.855238	18.591175	18.716635	18.65705
18.691174	18.645393	18.49684	18.772993	18.477592	18.567812	18.613306
