"NC"	"Cyproconazole"	"Fluxapyroxad"	"Azoxystrobin"	"Chlorotoluron"	"Thiabendazole"	"X2.Phenylphenol"
22.492775	22.769573	22.904497	22.542114	22.335413	22.288559	22.366268
25.652487	25.437128	25.864166	25.471424	25.389727	25.410904	25.414413
22.18551	21.71357	22.436884	21.67759	21.499409	21.739218	21.945707
24.400928	25.601671	25.977646	24.83429	26.153091	24.72266	24.379509
19.607004	20.356009	20.794466	19.906975	19.842451	19.686018	19.591558
30.44405	31.388384	32.352127	31.534866	33.746677	32.51514	30.71698
28.676737	29.655483	28.946829	28.621511	28.962978	28.211378	28.558767
22.443296	22.439194	22.541113	22.47652	22.500135	21.986128	22.45771
24.2026	21.992903	22.845701	23.103897	20.824772	22.620089	23.435781
22.43682	20.630648	21.819769	21.162527	20.230434	21.461884	21.536737
27.37901	25.32126	26.204012	24.777822	24.71858	26.083601	25.682331
28.73485	28.437855	28.463663	27.460854	28.13539	28.554876	28.35908
31.216356	30.875622	30.603596	30.326298	31.029636	31.135513	30.918161
26.92194	25.986578	26.543268	25.785353	26.265776	26.463144	26.562447
26.960085	25.861837	26.355999	25.966156	25.582691	26.306126	26.293104
24.996372	25.027077	25.222502	24.780785	24.3003	24.577955	24.696367
26.401737	25.676418	26.085785	25.729418	24.806135	25.616213	25.689339
22.900738	21.950678	22.70472	22.200117	21.692898	22.303	22.517754
29.28211	28.51086	28.840408	28.726902	27.372831	28.55015	28.74451
24.884018	24.751451	25.47559	24.573687	23.540508	24.482729	24.469076
26.477114	26.01968	26.42724	26.016157	26.246605	26.124348	26.536102
23.010635	23.525013	23.540194	22.77291	24.58388	23.418026	23.09073
24.287298	23.266085	24.115616	23.307026	23.37503	23.694796	23.903385
22.809158	21.753496	22.48874	21.65014	21.424192	22.146288	22.386894
26.844587	27.339272	27.922323	27.647205	25.98954	25.630404	27.215921
27.54995	26.489344	26.724407	26.3939	25.697824	26.529486	26.838718
29.069275	27.681177	28.281025	27.979546	27.398695	27.555414	28.814655
18.676388	19.570948	20.143694	19.2345	19.763624	19.268904	18.82966
26.42627	27.34587	28.42887	26.883558	30.783636	27.360188	26.263044
24.885292	24.881058	24.878832	24.562056	24.856258	24.844679	24.757797
24.805653	24.93532	24.986172	24.415573	24.654072	24.612688	24.637093
24.694954	24.673967	25.318604	24.856894	24.300018	24.613363	24.57525
24.479616	24.136831	24.397285	24.177105	23.780842	24.027485	24.33613
26.765892	25.714815	26.586258	25.573187	26.14694	26.52507	26.376787
22.11436	21.792105	21.836994	21.26683	22.408852	21.710108	21.43073
31.486967	29.564857	29.834599	28.576542	28.870743	29.600485	29.088114
34.479103	30.817398	33.019783	30.808363	33.11581	34.360336	33.428192
35.180393	34.911594	34.943295	34.78546	34.571247	35.77587	34.538094
31.722834	32.67967	30.897753	30.951748	31.22424	31.441631	30.194082
33.75117	31.61868	32.8486	30.756548	33.40178	35.222652	33.696712
25.910467	25.260773	26.01229	24.774958	25.156843	25.522593	25.562874
35.264584	32.58262	34.80215	32.714657	34.989697	36.919235	36.565647
24.398293	22.57565	23.464369	23.077047	21.779543	23.235035	23.556965
33.537045	33.317177	33.310852	34.347473	33.977383	33.40345	36.73315
38.19192	37.49949	36.31281	37.66657	37.416645	39.287376	NA
33.996803	31.961119	33.586384	31.99986	34.152454	35.549244	35.67679
20.922852	20.263721	20.717026	20.379084	19.76673	20.354311	20.542496
20.523912	20.880724	20.89113	20.474316	20.764202	20.438974	20.29328
23.899534	23.653942	24.150446	23.450895	23.73062	23.935286	23.707764
26.790777	26.162888	26.482237	26.099396	25.538628	26.065235	26.386168
26.86533	26.425253	26.800636	26.35555	25.927702	26.270464	26.425371
31.90354	33.33584	35.30212	33.589203	32.811783	33.22876	31.878937
24.001425	23.586775	23.926357	23.463823	23.221397	23.429829	23.580666
22.813019	22.587355	22.892225	22.625618	21.820572	22.5379	22.59477
24.261063	23.92928	24.310862	23.935545	23.735235	24.146103	24.004456
20.332426	20.27292	20.436337	20.089231	19.957052	19.928701	20.195766
23.848106	23.876257	24.15608	23.989004	22.87443	23.475471	23.616161
31.274183	32.23521	32.47662	31.278868	31.762886	31.42962	30.731506
26.384365	25.392214	25.927547	24.523092	25.474258	25.99067	25.22588
24.244394	23.859781	24.005962	23.487686	23.891487	23.812407	23.660082
24.879105	26.007978	24.63379	24.227175	24.445011	24.548458	24.447906
34.972904	36.816746	NA	35.62654	NA	NA	34.126568
24.805159	24.262285	24.120316	24.013329	25.444237	25.204145	24.402945
22.979158	22.161776	22.712702	22.160645	21.88015	22.508757	22.461786
23.274761	23.174053	23.088617	22.678349	22.824783	22.661894	22.848833
30.604332	31.179602	29.72538	28.956944	29.698135	29.7117	28.898727
25.159752	23.611382	24.477757	22.810236	23.662956	24.437073	24.229158
26.200342	25.483418	25.788448	25.339052	25.829062	25.946106	25.745169
31.570717	26.427252	31.145523	29.511404	20.197018	21.4824	30.760424
32.22515	29.510118	33.241974	31.84317	24.70434	23.580439	31.458626
24.82376	23.493446	23.481962	25.437624	24.540052	23.185558	25.31807
22.665419	22.745884	22.718119	22.49938	23.848135	22.428526	22.697556
20.772326	21.132084	20.88656	20.635042	23.191801	20.986794	20.81578
27.24353	28.518805	28.662556	27.266287	28.254759	27.822111	26.950306
22.507357	25.660288	24.609838	22.68674	30.73081	24.187677	22.805424
19.973969	19.024332	18.78459	20.851288	20.847391	20.084112	20.559467
23.807884	25.71725	24.656477	23.120117	28.676235	23.4218	23.327448
23.90073	24.428604	23.962696	23.92061	24.384811	23.832085	23.927454
24.641232	23.40093	24.735916	24.3485	22.336967	24.48058	24.341436
21.407137	21.582655	21.456997	21.24006	21.95004	21.3986	21.383768
24.472528	24.402359	25.394167	24.669	25.501806	25.62421	24.816628
24.419855	23.269772	23.804272	23.254053	22.950666	23.794619	23.635668
21.805481	21.133718	21.901928	21.357456	21.523844	21.355808	21.285912
24.933231	23.338509	24.229927	23.525324	23.865208	23.987865	24.18736
22.567858	21.48071	21.712978	21.4983	21.74125	21.987354	21.828753
23.783339	23.547602	23.89259	23.340416	23.237503	23.374172	23.46388
23.561333	21.769535	22.032227	21.103874	21.930637	22.731222	22.546621
23.000301	22.682434	23.26963	22.626604	22.738682	22.948395	23.286808
23.800228	23.26138	23.66462	23.407928	22.510708	23.219889	23.66935
25.93828	23.183962	24.603119	23.187754	23.95075	24.666739	24.501898
24.522802	24.440002	23.896772	23.805964	23.485596	23.921211	23.996546
23.584995	22.832136	23.220888	22.342564	23.820591	23.820766	23.759241
24.719118	24.16812	24.625399	24.542513	23.99189	24.47694	24.726873
29.864683	28.543737	31.74647	29.804852	28.52817	29.937235	29.285294
28.5047	29.194126	30.070175	28.74091	29.489061	28.322079	28.582611
31.591768	30.67328	31.673595	30.160358	31.987267	33.582798	31.612143
29.621788	29.136362	29.546839	29.949648	29.314812	29.607622	29.473108
30.66504	30.3212	30.566256	30.958183	31.839825	31.175348	31.851927
20.331696	21.568995	21.367935	20.846674	21.69759	21.140171	20.88916
23.570978	23.574814	23.829563	23.472795	23.671728	23.340689	23.25837
24.807306	24.626997	24.676043	24.650045	24.210665	24.518272	24.5813
21.014982	22.285353	21.81012	21.564777	22.705463	21.343447	21.20373
25.369522	25.277748	25.621283	25.161484	24.508259	25.304815	24.714537
23.69508	23.351742	23.558695	23.421297	22.690565	23.396883	23.303217
18.252708	18.258968	18.578642	18.121386	17.343191	17.838837	17.77556
27.086134	25.475674	26.20613	25.399752	25.769949	26.793583	26.425394
21.982538	19.392946	19.79575	19.125675	20.156534	20.180609	19.871082
30.519875	31.283775	31.930824	30.994164	32.198013	30.308838	29.688322
27.126755	25.39301	26.25922	24.962845	25.613602	27.283575	25.901691
27.340673	26.982529	27.456524	26.647388	26.917103	27.42607	26.675243
26.6831	25.513014	26.279325	25.179031	25.785753	26.931746	25.768063
24.697515	23.963293	24.188835	23.606186	24.386158	24.560595	24.31257
27.29885	26.493082	26.839539	26.228249	26.37658	26.699883	26.54184
32.313988	32.48806	32.725773	31.184881	35.88098	33.70455	33.73956
23.337933	22.200338	22.552595	21.933193	22.518415	22.916447	22.646015
26.259016	25.304749	25.799482	24.660797	26.192068	26.190044	25.705963
22.672709	21.795103	22.133999	21.590406	21.800999	22.15175	22.127787
33.31812	30.64744	32.891083	30.936953	33.698536	34.498657	33.20401
21.39005	21.234257	21.692253	21.240685	21.52351	21.5324	21.134335
18.959612	18.598812	19.693657	18.606762	23.187826	19.248844	18.804043
25.520338	24.87816	25.563765	24.62276	24.764608	25.258724	25.219238
23.560808	22.46918	22.721287	22.485235	22.390148	23.020287	23.12394
35.59688	31.887304	32.702175	32.108635	33.91098	36.696163	33.80683
21.155464	21.792599	22.80589	21.994215	21.887318	21.444231	21.452578
25.994488	26.320911	26.466421	26.144741	26.867804	26.420183	26.153786
22.128675	21.71482	21.863775	21.32759	21.757124	21.864933	21.8085
29.482746	30.837591	31.220291	30.016268	33.272385	30.329329	29.561554
22.163155	23.310127	23.285849	22.584991	24.50914	22.610115	22.282808
24.221806	25.160336	24.83666	24.494734	26.118134	24.374054	24.268463
24.361853	24.815542	24.723663	23.34838	26.505388	25.36867	24.194338
37.24802	33.43799	38.391792	33.78886	37.76014	38.512695	NA
26.694763	25.81835	26.708765	25.890331	25.717417	26.390568	26.210905
28.164564	25.732891	26.404322	25.284304	25.153984	27.156277	26.255758
27.199844	25.80784	26.69199	25.76834	24.916845	26.23289	26.228678
25.747776	26.113806	26.156448	25.538698	25.854515	25.684322	25.581322
24.362019	25.3948	25.099321	24.332727	26.411713	24.731586	23.974064
23.600327	25.275965	25.274029	24.50051	25.762754	24.218967	23.603224
21.854132	20.830273	21.518284	20.661266	20.977364	21.55671	21.194586
23.869095	21.856363	22.866846	22.238544	23.547262	23.652332	23.479052
23.13848	21.663177	22.84782	21.867998	21.880402	22.565058	22.764486
19.911123	19.461514	19.763529	19.400064	19.675564	19.74137	19.590744
37.758656	36.87555	36.26406	33.753723	39.097797	NA	37.917557
NA	36.25082	39.446373	38.050922	39.396126	NA	NA
NA	35.71518	33.949448	35.232925	NA	32.96063	38.236332
25.705606	25.595333	25.872469	25.639507	25.36646	25.495964	25.400139
23.87423	23.403112	23.31556	23.33181	25.518328	23.678232	23.925611
23.940676	24.909615	24.445576	24.236052	24.594276	24.132324	23.72183
25.948626	26.408693	26.941652	26.087854	26.799622	26.27659	25.810732
21.883545	21.908195	22.26033	21.779446	21.551168	21.62119	21.648298
21.709051	21.911325	21.900717	21.54034	21.471878	21.66638	21.531132
23.211935	23.46166	23.380697	22.9902	23.064428	23.164883	23.129812
39.739227	39.56833	NA	36.928696	NA	NA	NA
28.22819	29.42724	28.58749	29.119568	28.19647	28.50971	27.538658
25.218403	24.59094	24.892931	23.61223	26.505186	25.391653	24.360483
21.356955	20.641802	21.38695	20.314384	21.907171	21.52039	20.540426
25.289722	24.724657	25.421078	23.64528	26.66344	26.109955	24.537739
25.399555	24.82086	25.497616	24.955345	23.796381	24.505192	24.677929
27.522139	25.472761	26.149324	25.161114	25.95789	26.684355	26.30915
21.401163	20.341187	20.677784	20.281029	19.968191	20.79321	20.817093
20.917128	20.463598	20.65968	20.334711	19.5516	20.272537	20.324072
20.181921	19.486658	19.579823	18.630936	19.781012	20.259716	19.56938
24.659369	23.582129	24.30238	23.148634	23.90207	24.284122	24.009502
24.374348	23.940754	24.61881	23.372478	23.734758	23.98568	24.161179
29.5023	28.897636	29.605906	29.588074	30.903536	30.208595	29.631725
29.130253	29.417316	28.661064	28.258635	29.45654	29.68555	29.108583
24.351366	22.691221	23.596987	22.554342	23.266005	24.19884	24.101885
26.27087	25.894634	25.635271	25.242119	26.205685	25.850939	25.726831
20.497179	19.509304	19.967934	19.438751	19.47417	19.99865	19.972687
21.526321	20.78337	21.178055	20.80121	19.97324	20.919645	21.251205
23.456423	23.538958	23.36895	23.26225	22.740948	23.101492	22.74796
34.37847	33.219234	34.30165	32.849148	35.16722	37.124054	35.398094
30.55237	30.99835	30.911312	30.949972	31.12831	30.760023	30.80094
23.488752	23.692766	23.821362	23.628786	23.185938	23.530283	23.374254
27.652613	27.130806	27.87358	27.144587	26.96283	27.500498	27.351345
20.976923	20.288744	20.696226	20.187387	19.563847	19.961065	20.635998
20.331747	19.840057	20.038643	19.877146	19.648666	19.80662	20.048714
24.2456	23.124697	23.46458	23.346504	22.47606	23.20636	23.49776
25.855757	24.385542	25.313982	23.987942	23.865135	25.443777	25.170671
34.22925	33.747776	32.77503	33.104122	33.852707	39.510048	31.647047
24.458454	23.23889	24.302711	23.665354	23.61895	24.31666	23.871943
23.110739	21.682837	22.411306	21.505598	21.730295	22.558428	22.168276
23.4507	22.537954	22.890482	22.506557	22.75519	23.36232	22.666155
23.898684	22.63175	23.141922	22.533976	22.487682	23.285975	23.167263
23.999802	23.224318	23.707895	23.484093	23.18187	23.701296	23.474989
24.821198	24.027761	24.488487	23.771116	23.871534	24.53278	24.248438
NA	NA	37.285915	NA	38.40415	34.58241	34.757545
38.627308	35.61066	36.511063	35.196846	38.090847	38.51752	38.618374
NA	35.275333	NA	35.834656	38.470505	NA	NA
33.51786	31.424725	33.099342	31.868952	32.36714	35.572678	33.78941
32.423492	31.272373	34.85081	30.965359	30.509552	36.918377	32.719555
32.363434	30.887415	31.335365	31.357822	28.963184	30.78731	31.33401
NA	37.21988	NA	33.829662	39.519268	37.151165	NA
NA	36.14375	37.00553	35.400005	33.15259	NA	NA
32.989044	33.278095	36.923042	34.44672	38.821674	37.983067	37.79939
29.424007	28.432291	29.670784	28.538227	27.361298	29.616295	30.175148
25.258396	26.70593	26.76064	25.840582	26.473412	25.864367	25.572704
32.387947	31.599453	32.13634	31.516247	28.97677	33.16048	32.632442
26.006306	25.640026	25.94713	25.808401	24.683403	25.698048	25.826635
37.912437	33.512012	36.755844	34.765976	38.197365	37.264824	37.35081
NA	39.6745	NA	39.0276	39.868324	NA	NA
21.523623	22.69831	22.443954	21.897354	23.450983	21.608137	21.38415
26.737057	25.017626	25.940708	25.155172	25.599987	26.494886	26.312305
25.981571	25.442535	25.457932	25.131006	25.575281	25.771276	25.503881
23.91681	22.717918	23.404829	22.484274	22.270689	23.466364	22.996563
24.526798	24.403004	24.35768	24.347084	23.50191	24.278835	24.141691
24.290363	23.294893	24.840876	24.158792	24.318148	24.102865	23.723057
30.242157	30.63201	30.667965	29.872969	31.69564	32.53737	29.560904
31.458387	32.053223	32.093773	32.418793	32.224438	33.48526	33.741306
32.983807	32.504253	32.799377	32.218185	33.888947	32.852116	32.127132
25.47612	24.85459	25.2222	24.839586	24.763857	25.141209	24.996895
21.645002	21.818254	21.846514	21.553005	22.503225	21.939016	21.553465
22.204203	22.651022	22.623034	22.395294	22.63079	22.321129	21.910881
25.347982	24.436142	24.854416	24.52112	24.665226	24.929792	25.091438
23.751123	23.586514	23.773764	23.530302	23.320442	23.359104	23.431978
24.683167	23.852573	24.636576	23.811417	24.177542	24.465479	24.604166
21.61573	21.267445	21.338448	21.141922	21.558388	21.585384	21.40965
21.705166	20.749807	21.307667	20.552725	21.42101	21.32948	21.29209
28.243277	29.733011	28.764704	28.682703	29.158373	28.903522	28.437471
20.950161	20.637594	20.808086	20.606932	20.366255	20.631021	20.626078
20.78979	20.001669	20.51129	20.292477	19.912205	20.269749	20.42315
23.68673	23.203398	23.339079	23.176695	22.873562	23.308973	23.43366
24.493729	24.846079	24.798143	24.567007	24.777132	24.442398	24.266275
24.240719	23.113602	23.359549	23.135849	22.845003	23.221684	23.611189
23.754929	23.697123	23.949799	23.683477	22.899334	23.273207	23.740717
23.338991	23.525063	23.966524	23.425125	22.985931	23.118322	23.219715
36.875664	32.92341	34.38946	32.275402	35.964577	39.287937	37.224308
26.11314	24.593409	25.403809	24.234646	24.443893	25.894478	24.857643
27.76776	25.49703	26.38046	25.117868	25.970932	27.39624	26.792585
22.76911	22.697803	22.716595	21.939833	23.674143	22.748892	22.452385
26.392847	25.81744	26.397978	25.646421	25.498447	26.203602	25.784876
25.631376	25.254612	25.599981	25.21299	24.516373	25.24741	24.979654
29.152294	26.576702	27.6517	26.514074	26.189693	27.69856	27.777273
28.120623	27.939238	28.36187	26.953453	29.125046	29.856165	27.469437
24.599451	24.291592	24.483763	23.88207	24.857727	25.13311	24.130486
26.548986	26.585428	26.548382	26.410965	26.615025	26.451832	26.220562
23.324238	23.95309	24.011963	23.46811	22.966846	23.196108	22.982292
27.241373	25.981182	26.584295	25.708933	25.426739	26.224512	26.409664
26.852898	26.172554	26.743526	25.748058	27.627935	27.17608	26.853518
25.331152	24.47244	24.729008	24.423092	23.950443	24.504398	24.664946
27.200071	27.457392	27.824528	27.777784	27.482035	27.209288	27.138062
23.6874	23.353092	23.709942	23.371283	22.997978	23.414043	23.455719
25.443026	24.791079	25.576555	24.82279	24.523483	24.866547	25.225838
34.16167	32.797092	35.08159	34.62039	38.279636	33.31431	33.385414
22.55693	22.874086	22.99208	22.51099	22.607151	22.52935	22.34646
26.293802	27.596882	26.908531	26.297636	27.789585	26.917496	26.161415
29.598063	29.034088	30.604065	29.53605	28.294662	30.27741	29.864767
24.457384	24.50335	24.716915	24.284716	23.83521	24.117523	24.156666
25.224302	24.635975	25.181438	24.68679	24.23304	24.73912	24.931713
22.964075	23.482916	23.581596	23.318525	23.228941	23.13493	23.12891
24.42098	22.254143	22.944328	21.963911	22.298243	23.624182	23.528307
35.998173	34.910564	33.240204	34.860813	33.88184	NA	34.81768
22.47254	21.530476	21.6837	21.340076	21.691626	21.878193	21.807205
25.915022	25.175007	25.992893	24.752724	26.221676	26.278131	25.470177
22.853184	22.86519	22.743431	22.17831	24.958174	23.16545	22.597536
22.181656	22.273268	22.493996	22.471304	21.557726	21.998606	21.987244
29.685871	28.41637	29.592701	27.955893	29.208431	28.9909	28.623043
24.132956	23.846478	23.954903	23.82131	24.280867	23.957628	23.77923
24.644114	23.41723	23.937462	23.345207	23.590338	24.235153	23.906183
24.388021	22.964859	23.54797	23.19445	23.589659	24.105104	23.980133
22.346546	22.152828	22.200779	21.680017	21.876839	22.149832	21.912928
21.138077	20.521654	20.718882	20.250587	20.788715	20.980522	20.802103
27.625832	26.376509	26.976084	26.444178	26.638952	27.68711	27.728632
31.217167	30.511053	30.198378	30.271852	28.880445	30.14159	29.75327
37.591232	35.577087	35.779594	34.457386	39.095074	38.711323	NA
23.717117	24.15812	24.702341	23.85934	23.409655	23.984623	23.526796
35.878254	33.323273	35.401035	33.273712	37.048992	33.4635	35.33476
28.2184	27.100897	27.650738	27.150797	26.561586	27.307888	27.685923
22.767857	22.400408	22.668533	22.310051	22.275518	22.488234	22.477413
38.82476	34.977177	37.248478	35.61127	37.902637	34.498974	NA
33.91063	37.67126	38.91663	36.645134	38.130512	39.384754	36.811863
23.975655	24.741001	24.182077	23.916906	24.454252	23.261942	24.135977
19.936907	19.402576	20.359436	19.867758	19.89428	19.643913	19.580202
18.892262	19.593868	20.364647	19.68813	20.281952	19.361076	18.88298
22.717041	22.44922	22.650675	22.003063	22.439959	22.596994	22.368885
22.478333	21.51803	21.913435	21.388502	21.732573	22.210812	21.914371
24.97838	24.853535	24.997665	24.472298	25.19604	25.164898	24.818396
24.885267	24.607462	24.818707	24.219841	24.626354	24.787191	24.610165
25.38836	23.067225	23.358425	22.459867	23.844328	25.296	23.933884
24.250065	23.26291	23.452644	22.746912	23.279871	24.286669	23.644321
23.888325	24.005217	24.414993	24.229364	23.72921	23.95094	23.833897
25.12772	24.225996	24.43409	23.787819	24.433603	24.803213	24.632362
18.547964	17.551188	18.591433	17.749607	18.935291	18.497187	18.21389
25.869831	26.332975	26.212961	24.901028	31.145987	27.23382	25.574038
32.90325	29.969154	31.256763	29.98622	32.63934	33.94066	33.616188
31.615452	31.72024	32.435734	31.735598	32.29464	34.417706	31.623735
24.005384	23.871561	23.835287	23.799875	23.683159	23.649958	23.722523
20.75194	20.380104	20.327618	20.173706	20.620472	20.49597	20.525806
27.299786	27.94919	28.219473	27.393217	26.655954	27.209988	26.968224
25.50123	27.443153	26.904062	26.192032	26.412804	25.805168	25.132122
23.97299	24.758858	24.721031	24.265041	24.519554	24.265152	23.976978
24.411684	24.218056	24.315165	23.930193	24.166021	24.265131	24.24601
23.610073	22.943968	23.34771	22.754097	23.157835	23.322147	23.234053
21.907495	21.708557	21.677654	21.47112	21.726587	21.770058	21.472982
NA	NA	NA	NA	NA	NA	33.966015
26.668478	26.640379	26.63087	26.68337	26.840364	26.662642	26.710732
24.169497	24.962002	24.949385	24.528149	24.408169	24.103119	24.134943
27.197222	27.826435	27.94386	27.392809	27.571974	27.123861	26.710497
23.213484	21.852264	21.911182	21.680542	21.540543	22.617222	22.49254
31.434105	29.726334	29.375546	29.258076	31.178541	30.132605	30.205088
24.014412	23.276627	23.577513	22.973803	22.40663	23.444536	23.298878
25.830278	24.608234	25.246595	24.471922	24.970476	25.897095	25.35562
NA	NA	NA	NA	33.91469	NA	NA
27.213907	27.818655	27.432367	27.32517	27.35084	26.521404	26.86395
28.789795	26.411436	27.457907	26.551912	26.64308	28.438425	27.920359
24.753801	23.73667	24.36088	23.45304	23.173925	24.563799	24.182287
24.655521	24.13832	24.491167	23.863571	23.629622	24.43256	23.973713
24.000744	24.225445	23.927742	23.147205	26.930101	24.40326	23.72979
24.390965	24.126984	24.386776	24.201252	23.00339	23.891499	24.149183
33.233185	34.76823	32.623554	32.83659	32.756126	32.48094	32.479443
27.555056	28.14994	27.673334	27.313396	28.615038	27.676413	27.40365
24.612738	24.17923	24.65534	23.255646	25.670517	24.966043	24.366783
24.745766	24.587234	24.691725	24.341158	24.402956	24.44349	24.425215
27.460436	27.702969	28.20451	27.321432	27.66506	27.706858	27.236969
26.18845	26.732048	26.646502	26.117119	25.136272	25.769695	25.54596
24.725262	24.405996	24.780848	24.452215	23.901627	24.395504	24.46171
25.249182	24.35371	24.986048	24.326982	24.75597	25.321188	24.81114
22.81771	22.682507	22.859543	22.564487	22.660524	22.753567	22.823082
32.97837	34.991566	33.632088	31.934546	34.31916	34.308163	NA
33.88771	31.782139	31.90876	32.131065	32.691578	33.91991	33.448048
31.108023	31.988077	32.626507	32.36521	33.16476	31.268288	31.852316
22.710297	21.574951	22.495531	22.862734	21.107145	20.83499	22.87548
32.933304	NA	NA	39.037952	38.353336	NA	32.956757
21.66533	21.382153	21.433468	21.003145	22.693521	21.331074	21.184366
23.29378	22.283035	22.805172	21.991638	22.285988	22.88124	22.515081
24.692509	23.991964	24.48663	23.951433	23.930916	24.576527	24.38512
22.35339	20.991953	21.498545	20.414732	21.301086	21.572145	21.11162
26.111357	25.00784	25.566296	24.690596	25.624126	26.39456	25.86858
28.455065	28.874435	28.700155	28.287352	28.358118	28.185823	27.96923
29.429089	29.578833	29.548391	29.095095	28.173946	29.267536	28.50373
26.025137	25.110537	25.69056	25.101772	24.830894	25.913622	25.683132
22.615047	21.578886	22.006535	21.656813	21.66874	22.255465	22.309666
17.883804	16.79432	17.957256	16.719494	16.57359	17.583693	17.312843
18.812567	18.370604	18.425592	18.290955	18.517557	18.66803	18.750938
19.892952	19.306383	19.574865	18.69959	19.160156	19.704931	19.29968
25.933685	25.19986	25.39137	25.224024	24.494638	25.255219	25.239004
17.888285	17.230515	17.399185	16.873404	17.132927	17.449213	17.474598
NA	37.875244	37.87289	39.226532	NA	NA	NA
32.861164	37.227283	NA	39.194084	39.660576	NA	NA
NA	36.640743	33.965385	38.06603	NA	NA	NA
23.113474	22.007473	22.416756	22.004698	22.70171	22.870146	22.771944
22.92643	21.909344	22.374063	21.865025	22.602518	22.718548	22.71063
22.871729	21.825783	22.319506	21.873829	22.600384	22.580069	22.55995
19.1458	19.254711	19.002375	19.34934	18.919537	18.816433	18.89147
18.76245	19.18839	18.922184	19.313112	19.214565	18.854507	18.819082
19.409496	19.383121	19.082119	19.283573	19.08562	19.448689	19.591099
