<>;2;3;4;5;6;7;8;9;10;11
A;24;20;26;25;28;30;28;25;27;26
B;6137;6266;6233;6331;6361;6361;6298;6319;6187;6293
C;6532;6577;6411;6571;6420;6555;6611;6538;6388;6447
D;6549;6377;6418;6538;6413;6431;6351;6471;6407;6372
E;6561;6506;6579;6632;6556;6478;40;6280;6411;45
F;6434;6470;6510;6484;6436;6588;3196;6368;6459;38
G;6630;6700;6560;6573;6630;6571;48;6414;6547;50
H;5;5;5;5;5;5;5;5;5;4
