<>;2;3;4;5;6;7;8;9;10;11
A;418;299;61;225;78;233;71;71;83;116
B;5923;6078;6146;6179;6189;6218;6137;6187;6131;6066
C;6206;6269;6274;6274;6343;6161;6267;6195;6134;6080
D;6167;6256;6344;6370;6409;6147;6210;6080;6086;6081
E;6134;6246;6274;6307;6229;6346;58;5928;6134;6204
F;6239;6285;6478;6429;6516;6504;68;5573;6325;6232
G;6081;6229;6301;6297;6268;6450;62;5196;6098;6173
H;65;74;64;72;104;99;108;173;126;174
