<>;2;3;4;5;6;7;8;9;10;11
A;126;38;137;90;280;141;65;68;95;93
B;6794;6938;6933;6859;92;164;7095;6996;6984;6864
C;6916;7090;7111;7031;137;116;7077;6926;6748;6286
D;7082;7217;7177;7009;157;123;7052;7083;7050;7002
E;7080;7125;6944;6966;6857;6492;45;6777;6876;6762
F;6906;7101;6899;6819;6239;6553;50;6615;7000;6928
G;7088;7335;7119;6933;6745;6837;209;6775;7023;7009
H;149;87;80;139;121;89;141;120;264;63
