<>;2;3;4;5;6;7;8;9;10;11
A;0.059900001;0.058699999;0.058600001;0.0623;0.060600001;0.060400002;0.059700001;0.058400001;0.059;0.055199999
B;1.012099981;1.019999981;0.995199978;1.00880003;1.06309998;1.586199999;0.836799979;0.993300021;0.981999993;1.127699971
C;0.977199972;1.024600029;1.021499991;1.024000049;1.092300057;1.538499951;1.050899982;0.927100003;1.024000049;1.137199998
D;1.053799987;1.012199998;1.059900045;1.052399993;1.154099941;1.587900043;1.062899947;0.983799994;1.112499952;1.081900001
E;1.094900012;1.023200035;0.998899996;1.040899992;0.92839998;1.015499949;0.055;0.616100013;1.05369997;1.135599971
F;1.131199956;1.115300059;1.043599963;0.970700026;0.910600007;1.018900037;0.056400001;0.568199992;1.065799952;1.116899967
G;1.174800038;1.164999962;1.161200047;1.043400049;0.943700016;1.078999996;0.055199999;0.569400012;1.112699986;1.172299981
H;0.054699998;0.0535;0.053300001;0.0502;0.052299999;0.050999999;0.052099999;0.052700002;0.052200001;0.052000001
