<>;2;3;4;5;6;7;8;9;10;11
A;65;121;54;92;82;74;74;64;110;91
B;3378;3677;3549;3600;82;106;3389;3613;3312;3399
C;3496;3651;3633;3695;140;103;3371;3480;3705;3446
D;3538;3674;3660;3670;126;87;3498;3527;3491;3527
E;3486;3526;3601;3582;3633;3520;72;2822;3546;102
F;3443;3573;3564;3662;3487;3438;125;2011;3475;88
G;3374;3442;3531;3518;3595;3471;153;1936;3391;142
H;49;70;133;77;71;233;111;259;156;115
