<>;2;3;4;5;6;7;8;9;10;11
A;44;67;62;88;112;93;83;87;133;78
B;6100;6224;6211;6222;85;92;6348;6320;6303;6256
C;6069;6135;6109;6086;76;56;6264;6229;6209;6168
D;6191;6326;6331;6256;83;121;6310;6260;6343;6287
E;6252;6325;6286;6347;6317;6207;51;5971;6169;6193
F;6136;6186;6312;6301;6303;6163;49;6129;6168;6250
G;6277;6401;6437;6454;6367;6278;47;6095;6226;6173
H;65;79;74;67;88;99;76;86;96;87
