<>;2;3;4;5;6;7;8;9;10;11
A;38;26;214;31;39;139;143;201;117;25
B;6103;6161;6182;6275;6366;6250;6165;6179;6053;5842
C;5960;6162;6307;6279;6272;6230;6077;6313;6054;5840
D;5956;6238;6402;6303;6398;6430;6306;6261;6242;6090
E;6194;6365;6375;6389;6345;6386;33;41;6059;33
F;6129;6191;6334;6352;6407;6410;36;4222;6004;39
G;6070;6292;6326;6344;6344;6320;34;33;6090;33
H;4;4;5;5;4;4;4;4;4;4
