<>;2;3;4;5;6;7;8;9;10;11
A;0.061099999;0.0623;0.0625;0.0603;0.060199998;0.0616;0.059700001;0.060899999;0.062199999;0.060800001
B;1.244500041;1.307399988;1.32009995;2.309400082;0.0612;0.0614;0.899800003;1.00849998;1.118899941;1.108999968
C;1.393000007;1.273200035;1.42900002;2.391400099;0.059900001;0.060400002;1.088999987;0.989499986;1.014999986;1.010200024
D;1.388100028;1.305899978;1.41260004;2.322299957;0.062399998;0.059900001;1.083400011;1.407299995;1.011700034;1.05369997
E;1.257799983;1.177600026;1.132300019;1.266199946;1.091699958;1.297199965;0.058200002;1.281000018;1.570799947;0.060800001
F;1.177399993;1.164600015;1.132400036;1.173900008;1.07889998;1.429999948;0.059099998;0.682099998;1.591599941;0.059
G;1.157899976;1.083899975;0.986199975;1.051900029;1.001799941;1.430400014;0.058400001;0.577000022;1.654700041;0.059300002
H;0.059700001;0.061099999;0.0594;0.054299999;0.066299997;0.061799999;0.0614;0.0638;0.059099998;0.0568
